,id,city,img,label
0,aachen_000000_000019_,aachen,aachen_000000_000019_leftImg8bit.png,aachen_000000_000019_gtFine_labelIds.png
1,aachen_000001_000019_,aachen,aachen_000001_000019_leftImg8bit.png,aachen_000001_000019_gtFine_labelIds.png
2,aachen_000002_000019_,aachen,aachen_000002_000019_leftImg8bit.png,aachen_000002_000019_gtFine_labelIds.png
3,aachen_000003_000019_,aachen,aachen_000003_000019_leftImg8bit.png,aachen_000003_000019_gtFine_labelIds.png
4,aachen_000004_000019_,aachen,aachen_000004_000019_leftImg8bit.png,aachen_000004_000019_gtFine_labelIds.png
5,aachen_000005_000019_,aachen,aachen_000005_000019_leftImg8bit.png,aachen_000005_000019_gtFine_labelIds.png
6,aachen_000006_000019_,aachen,aachen_000006_000019_leftImg8bit.png,aachen_000006_000019_gtFine_labelIds.png
7,aachen_000007_000019_,aachen,aachen_000007_000019_leftImg8bit.png,aachen_000007_000019_gtFine_labelIds.png
8,aachen_000008_000019_,aachen,aachen_000008_000019_leftImg8bit.png,aachen_000008_000019_gtFine_labelIds.png
9,aachen_000009_000019_,aachen,aachen_000009_000019_leftImg8bit.png,aachen_000009_000019_gtFine_labelIds.png
10,aachen_000010_000019_,aachen,aachen_000010_000019_leftImg8bit.png,aachen_000010_000019_gtFine_labelIds.png
11,aachen_000011_000019_,aachen,aachen_000011_000019_leftImg8bit.png,aachen_000011_000019_gtFine_labelIds.png
12,aachen_000012_000019_,aachen,aachen_000012_000019_leftImg8bit.png,aachen_000012_000019_gtFine_labelIds.png
13,aachen_000013_000019_,aachen,aachen_000013_000019_leftImg8bit.png,aachen_000013_000019_gtFine_labelIds.png
14,aachen_000014_000019_,aachen,aachen_000014_000019_leftImg8bit.png,aachen_000014_000019_gtFine_labelIds.png
15,aachen_000015_000019_,aachen,aachen_000015_000019_leftImg8bit.png,aachen_000015_000019_gtFine_labelIds.png
16,aachen_000016_000019_,aachen,aachen_000016_000019_leftImg8bit.png,aachen_000016_000019_gtFine_labelIds.png
17,aachen_000017_000019_,aachen,aachen_000017_000019_leftImg8bit.png,aachen_000017_000019_gtFine_labelIds.png
18,aachen_000018_000019_,aachen,aachen_000018_000019_leftImg8bit.png,aachen_000018_000019_gtFine_labelIds.png
19,aachen_000019_000019_,aachen,aachen_000019_000019_leftImg8bit.png,aachen_000019_000019_gtFine_labelIds.png
20,aachen_000020_000019_,aachen,aachen_000020_000019_leftImg8bit.png,aachen_000020_000019_gtFine_labelIds.png
21,aachen_000021_000019_,aachen,aachen_000021_000019_leftImg8bit.png,aachen_000021_000019_gtFine_labelIds.png
22,aachen_000022_000019_,aachen,aachen_000022_000019_leftImg8bit.png,aachen_000022_000019_gtFine_labelIds.png
23,aachen_000023_000019_,aachen,aachen_000023_000019_leftImg8bit.png,aachen_000023_000019_gtFine_labelIds.png
24,aachen_000024_000019_,aachen,aachen_000024_000019_leftImg8bit.png,aachen_000024_000019_gtFine_labelIds.png
25,aachen_000025_000019_,aachen,aachen_000025_000019_leftImg8bit.png,aachen_000025_000019_gtFine_labelIds.png
26,aachen_000026_000019_,aachen,aachen_000026_000019_leftImg8bit.png,aachen_000026_000019_gtFine_labelIds.png
27,aachen_000027_000019_,aachen,aachen_000027_000019_leftImg8bit.png,aachen_000027_000019_gtFine_labelIds.png
28,aachen_000028_000019_,aachen,aachen_000028_000019_leftImg8bit.png,aachen_000028_000019_gtFine_labelIds.png
29,aachen_000029_000019_,aachen,aachen_000029_000019_leftImg8bit.png,aachen_000029_000019_gtFine_labelIds.png
30,aachen_000030_000019_,aachen,aachen_000030_000019_leftImg8bit.png,aachen_000030_000019_gtFine_labelIds.png
31,aachen_000031_000019_,aachen,aachen_000031_000019_leftImg8bit.png,aachen_000031_000019_gtFine_labelIds.png
32,aachen_000032_000019_,aachen,aachen_000032_000019_leftImg8bit.png,aachen_000032_000019_gtFine_labelIds.png
33,aachen_000033_000019_,aachen,aachen_000033_000019_leftImg8bit.png,aachen_000033_000019_gtFine_labelIds.png
34,aachen_000034_000019_,aachen,aachen_000034_000019_leftImg8bit.png,aachen_000034_000019_gtFine_labelIds.png
35,aachen_000035_000019_,aachen,aachen_000035_000019_leftImg8bit.png,aachen_000035_000019_gtFine_labelIds.png
36,aachen_000036_000019_,aachen,aachen_000036_000019_leftImg8bit.png,aachen_000036_000019_gtFine_labelIds.png
37,aachen_000037_000019_,aachen,aachen_000037_000019_leftImg8bit.png,aachen_000037_000019_gtFine_labelIds.png
38,aachen_000038_000019_,aachen,aachen_000038_000019_leftImg8bit.png,aachen_000038_000019_gtFine_labelIds.png
39,aachen_000039_000019_,aachen,aachen_000039_000019_leftImg8bit.png,aachen_000039_000019_gtFine_labelIds.png
40,aachen_000040_000019_,aachen,aachen_000040_000019_leftImg8bit.png,aachen_000040_000019_gtFine_labelIds.png
41,aachen_000041_000019_,aachen,aachen_000041_000019_leftImg8bit.png,aachen_000041_000019_gtFine_labelIds.png
42,aachen_000042_000019_,aachen,aachen_000042_000019_leftImg8bit.png,aachen_000042_000019_gtFine_labelIds.png
43,aachen_000043_000019_,aachen,aachen_000043_000019_leftImg8bit.png,aachen_000043_000019_gtFine_labelIds.png
44,aachen_000044_000019_,aachen,aachen_000044_000019_leftImg8bit.png,aachen_000044_000019_gtFine_labelIds.png
45,aachen_000045_000019_,aachen,aachen_000045_000019_leftImg8bit.png,aachen_000045_000019_gtFine_labelIds.png
46,aachen_000046_000019_,aachen,aachen_000046_000019_leftImg8bit.png,aachen_000046_000019_gtFine_labelIds.png
47,aachen_000047_000019_,aachen,aachen_000047_000019_leftImg8bit.png,aachen_000047_000019_gtFine_labelIds.png
48,aachen_000048_000019_,aachen,aachen_000048_000019_leftImg8bit.png,aachen_000048_000019_gtFine_labelIds.png
49,aachen_000049_000019_,aachen,aachen_000049_000019_leftImg8bit.png,aachen_000049_000019_gtFine_labelIds.png
50,aachen_000050_000019_,aachen,aachen_000050_000019_leftImg8bit.png,aachen_000050_000019_gtFine_labelIds.png
51,aachen_000051_000019_,aachen,aachen_000051_000019_leftImg8bit.png,aachen_000051_000019_gtFine_labelIds.png
52,aachen_000052_000019_,aachen,aachen_000052_000019_leftImg8bit.png,aachen_000052_000019_gtFine_labelIds.png
53,aachen_000053_000019_,aachen,aachen_000053_000019_leftImg8bit.png,aachen_000053_000019_gtFine_labelIds.png
54,aachen_000054_000019_,aachen,aachen_000054_000019_leftImg8bit.png,aachen_000054_000019_gtFine_labelIds.png
55,aachen_000055_000019_,aachen,aachen_000055_000019_leftImg8bit.png,aachen_000055_000019_gtFine_labelIds.png
56,aachen_000056_000019_,aachen,aachen_000056_000019_leftImg8bit.png,aachen_000056_000019_gtFine_labelIds.png
57,aachen_000057_000019_,aachen,aachen_000057_000019_leftImg8bit.png,aachen_000057_000019_gtFine_labelIds.png
58,aachen_000058_000019_,aachen,aachen_000058_000019_leftImg8bit.png,aachen_000058_000019_gtFine_labelIds.png
59,aachen_000059_000019_,aachen,aachen_000059_000019_leftImg8bit.png,aachen_000059_000019_gtFine_labelIds.png
60,aachen_000060_000019_,aachen,aachen_000060_000019_leftImg8bit.png,aachen_000060_000019_gtFine_labelIds.png
61,aachen_000061_000019_,aachen,aachen_000061_000019_leftImg8bit.png,aachen_000061_000019_gtFine_labelIds.png
62,aachen_000062_000019_,aachen,aachen_000062_000019_leftImg8bit.png,aachen_000062_000019_gtFine_labelIds.png
63,aachen_000063_000019_,aachen,aachen_000063_000019_leftImg8bit.png,aachen_000063_000019_gtFine_labelIds.png
64,aachen_000064_000019_,aachen,aachen_000064_000019_leftImg8bit.png,aachen_000064_000019_gtFine_labelIds.png
65,aachen_000065_000019_,aachen,aachen_000065_000019_leftImg8bit.png,aachen_000065_000019_gtFine_labelIds.png
66,aachen_000066_000019_,aachen,aachen_000066_000019_leftImg8bit.png,aachen_000066_000019_gtFine_labelIds.png
67,aachen_000067_000019_,aachen,aachen_000067_000019_leftImg8bit.png,aachen_000067_000019_gtFine_labelIds.png
68,aachen_000068_000019_,aachen,aachen_000068_000019_leftImg8bit.png,aachen_000068_000019_gtFine_labelIds.png
69,aachen_000069_000019_,aachen,aachen_000069_000019_leftImg8bit.png,aachen_000069_000019_gtFine_labelIds.png
70,aachen_000070_000019_,aachen,aachen_000070_000019_leftImg8bit.png,aachen_000070_000019_gtFine_labelIds.png
71,aachen_000071_000019_,aachen,aachen_000071_000019_leftImg8bit.png,aachen_000071_000019_gtFine_labelIds.png
72,aachen_000072_000019_,aachen,aachen_000072_000019_leftImg8bit.png,aachen_000072_000019_gtFine_labelIds.png
73,aachen_000073_000019_,aachen,aachen_000073_000019_leftImg8bit.png,aachen_000073_000019_gtFine_labelIds.png
74,aachen_000074_000019_,aachen,aachen_000074_000019_leftImg8bit.png,aachen_000074_000019_gtFine_labelIds.png
75,aachen_000075_000019_,aachen,aachen_000075_000019_leftImg8bit.png,aachen_000075_000019_gtFine_labelIds.png
76,aachen_000076_000019_,aachen,aachen_000076_000019_leftImg8bit.png,aachen_000076_000019_gtFine_labelIds.png
77,aachen_000077_000019_,aachen,aachen_000077_000019_leftImg8bit.png,aachen_000077_000019_gtFine_labelIds.png
78,aachen_000078_000019_,aachen,aachen_000078_000019_leftImg8bit.png,aachen_000078_000019_gtFine_labelIds.png
79,aachen_000079_000019_,aachen,aachen_000079_000019_leftImg8bit.png,aachen_000079_000019_gtFine_labelIds.png
80,aachen_000080_000019_,aachen,aachen_000080_000019_leftImg8bit.png,aachen_000080_000019_gtFine_labelIds.png
81,aachen_000081_000019_,aachen,aachen_000081_000019_leftImg8bit.png,aachen_000081_000019_gtFine_labelIds.png
82,aachen_000082_000019_,aachen,aachen_000082_000019_leftImg8bit.png,aachen_000082_000019_gtFine_labelIds.png
83,aachen_000083_000019_,aachen,aachen_000083_000019_leftImg8bit.png,aachen_000083_000019_gtFine_labelIds.png
84,aachen_000084_000019_,aachen,aachen_000084_000019_leftImg8bit.png,aachen_000084_000019_gtFine_labelIds.png
85,aachen_000085_000019_,aachen,aachen_000085_000019_leftImg8bit.png,aachen_000085_000019_gtFine_labelIds.png
86,aachen_000086_000019_,aachen,aachen_000086_000019_leftImg8bit.png,aachen_000086_000019_gtFine_labelIds.png
87,aachen_000087_000019_,aachen,aachen_000087_000019_leftImg8bit.png,aachen_000087_000019_gtFine_labelIds.png
88,aachen_000088_000019_,aachen,aachen_000088_000019_leftImg8bit.png,aachen_000088_000019_gtFine_labelIds.png
89,aachen_000089_000019_,aachen,aachen_000089_000019_leftImg8bit.png,aachen_000089_000019_gtFine_labelIds.png
90,aachen_000090_000019_,aachen,aachen_000090_000019_leftImg8bit.png,aachen_000090_000019_gtFine_labelIds.png
91,aachen_000091_000019_,aachen,aachen_000091_000019_leftImg8bit.png,aachen_000091_000019_gtFine_labelIds.png
92,aachen_000092_000019_,aachen,aachen_000092_000019_leftImg8bit.png,aachen_000092_000019_gtFine_labelIds.png
93,aachen_000093_000019_,aachen,aachen_000093_000019_leftImg8bit.png,aachen_000093_000019_gtFine_labelIds.png
94,aachen_000094_000019_,aachen,aachen_000094_000019_leftImg8bit.png,aachen_000094_000019_gtFine_labelIds.png
95,aachen_000095_000019_,aachen,aachen_000095_000019_leftImg8bit.png,aachen_000095_000019_gtFine_labelIds.png
96,aachen_000096_000019_,aachen,aachen_000096_000019_leftImg8bit.png,aachen_000096_000019_gtFine_labelIds.png
97,aachen_000097_000019_,aachen,aachen_000097_000019_leftImg8bit.png,aachen_000097_000019_gtFine_labelIds.png
98,aachen_000098_000019_,aachen,aachen_000098_000019_leftImg8bit.png,aachen_000098_000019_gtFine_labelIds.png
99,aachen_000099_000019_,aachen,aachen_000099_000019_leftImg8bit.png,aachen_000099_000019_gtFine_labelIds.png
100,aachen_000100_000019_,aachen,aachen_000100_000019_leftImg8bit.png,aachen_000100_000019_gtFine_labelIds.png
101,aachen_000101_000019_,aachen,aachen_000101_000019_leftImg8bit.png,aachen_000101_000019_gtFine_labelIds.png
102,aachen_000102_000019_,aachen,aachen_000102_000019_leftImg8bit.png,aachen_000102_000019_gtFine_labelIds.png
103,aachen_000103_000019_,aachen,aachen_000103_000019_leftImg8bit.png,aachen_000103_000019_gtFine_labelIds.png
104,aachen_000104_000019_,aachen,aachen_000104_000019_leftImg8bit.png,aachen_000104_000019_gtFine_labelIds.png
105,aachen_000105_000019_,aachen,aachen_000105_000019_leftImg8bit.png,aachen_000105_000019_gtFine_labelIds.png
106,aachen_000106_000019_,aachen,aachen_000106_000019_leftImg8bit.png,aachen_000106_000019_gtFine_labelIds.png
107,aachen_000107_000019_,aachen,aachen_000107_000019_leftImg8bit.png,aachen_000107_000019_gtFine_labelIds.png
108,aachen_000108_000019_,aachen,aachen_000108_000019_leftImg8bit.png,aachen_000108_000019_gtFine_labelIds.png
109,aachen_000109_000019_,aachen,aachen_000109_000019_leftImg8bit.png,aachen_000109_000019_gtFine_labelIds.png
110,aachen_000110_000019_,aachen,aachen_000110_000019_leftImg8bit.png,aachen_000110_000019_gtFine_labelIds.png
111,aachen_000111_000019_,aachen,aachen_000111_000019_leftImg8bit.png,aachen_000111_000019_gtFine_labelIds.png
112,aachen_000112_000019_,aachen,aachen_000112_000019_leftImg8bit.png,aachen_000112_000019_gtFine_labelIds.png
113,aachen_000113_000019_,aachen,aachen_000113_000019_leftImg8bit.png,aachen_000113_000019_gtFine_labelIds.png
114,aachen_000114_000019_,aachen,aachen_000114_000019_leftImg8bit.png,aachen_000114_000019_gtFine_labelIds.png
115,aachen_000115_000019_,aachen,aachen_000115_000019_leftImg8bit.png,aachen_000115_000019_gtFine_labelIds.png
116,aachen_000116_000019_,aachen,aachen_000116_000019_leftImg8bit.png,aachen_000116_000019_gtFine_labelIds.png
117,aachen_000117_000019_,aachen,aachen_000117_000019_leftImg8bit.png,aachen_000117_000019_gtFine_labelIds.png
118,aachen_000118_000019_,aachen,aachen_000118_000019_leftImg8bit.png,aachen_000118_000019_gtFine_labelIds.png
119,aachen_000119_000019_,aachen,aachen_000119_000019_leftImg8bit.png,aachen_000119_000019_gtFine_labelIds.png
120,aachen_000120_000019_,aachen,aachen_000120_000019_leftImg8bit.png,aachen_000120_000019_gtFine_labelIds.png
121,aachen_000121_000019_,aachen,aachen_000121_000019_leftImg8bit.png,aachen_000121_000019_gtFine_labelIds.png
122,aachen_000122_000019_,aachen,aachen_000122_000019_leftImg8bit.png,aachen_000122_000019_gtFine_labelIds.png
123,aachen_000123_000019_,aachen,aachen_000123_000019_leftImg8bit.png,aachen_000123_000019_gtFine_labelIds.png
124,aachen_000124_000019_,aachen,aachen_000124_000019_leftImg8bit.png,aachen_000124_000019_gtFine_labelIds.png
125,aachen_000125_000019_,aachen,aachen_000125_000019_leftImg8bit.png,aachen_000125_000019_gtFine_labelIds.png
126,aachen_000126_000019_,aachen,aachen_000126_000019_leftImg8bit.png,aachen_000126_000019_gtFine_labelIds.png
127,aachen_000127_000019_,aachen,aachen_000127_000019_leftImg8bit.png,aachen_000127_000019_gtFine_labelIds.png
